Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef
Nebraska,33,13_5,22_11,110.4,96.1,16,18.3,47.6,46.5,34.6,32.2,37.6,26.5
Notre Dame,35,8_10,21_15,114.1,99.4,14.7,16.4,49.6,47,35.6,35.4,31,22.6
"Davidson   12 seed, R64",33,13_5,21_12,117,102.3,14.5,16.2,56.5,50.3,38.9,35,24.6,29.6
"North Carolina St.   9 seed, R64",33,11_7,21_12,115.6,101.3,16.8,20.4,52.1,53.6,37.2,31.6,34.2,33.7
Middle Tennessee,32,16_2,25_8,110.3,96.8,18.6,19.1,51.9,50.4,37.1,31.5,30.1,40.8
Utah,35,11_7,23_12,111.4,97.9,17.5,17.5,53.6,47,37,33.6,34.4,28.8
"Arizona St.   11 seed, R68",32,8_10,20_12,115.7,102.1,14.7,20.4,53.2,50.2,36.4,34.2,41.3,32.7
Boise St.,31,13_5,23_9,109.2,96.3,18.9,16.4,52,48.4,37.5,33,31,29.5
"Alabama   9 seed, R32",36,8_10,20_16,107.9,95.3,20.3,18.7,53.5,46.9,32.6,32.8,41.9,36.5
Western Kentucky,37,14_4,27_11,113.8,100.7,16.6,17.9,54.6,46.7,35.4,36,40,23.9
"UCLA   11 seed, R68",33,11_7,21_12,113.7,100.6,16.6,14.5,51.4,47.3,38.1,34.6,35.5,29.7
"Providence   10 seed, R64",35,10_8,21_14,108.4,95.9,17.4,19,49.5,51.5,33.2,32.2,38.6,31.8
Georgia,33,7_11,18_15,107.5,95.3,19.2,14.5,47.4,43.1,31.8,33.2,40.1,27.7
"South Dakota St.   12 seed, R64",31,13_1,28_7,113.2,100.4,14,14.2,50.7,49.8,39.3,33.6,35.4,25.6
"Rhode Island   7 seed, R32",34,15_3,26_8,109.7,97.3,15.3,22.6,50.4,50.6,35.2,33.2,30.1,40.6
"New Mexico St.   12 seed, R64",31,12_2,28_6,106.8,95,17.4,19,52,45.7,34,31.1,29.1,33
Old Dominion,32,15_3,25_7,107.5,95.7,15.5,21.6,49.3,45.6,35.7,33.8,33,30.3
Louisiana Lafayette,32,16_2,27_7,112.2,100.6,18.3,19.6,52.4,48.5,35.4,33.6,38,36.1
St. John's,32,4_14,16_17,106,95.1,16.4,22.2,48.8,46,33.3,37.4,30.4,34.4
"Buffalo   13 seed, R32",35,15_3,27_9,114.5,102.7,16.5,18.1,54.3,48.4,37.1,33.1,29.9,39.5
LSU,33,8_10,18_15,114.2,102.7,16.6,19.6,56.3,52.6,34.6,35.3,32.5,32.7
Georgetown,30,5_13,15_15,111.5,100.4,20.7,17,50.1,49.9,36.6,34.8,38.3,28.3
Indiana,31,9_9,16_15,108.8,98,18.2,19.7,52.5,48.4,32.2,36.7,36.4,32.2
Fresno St.,30,11_7,21_11,108.5,98,17.4,18.8,52.7,46.7,39,36.8,38.4,39
Wisconsin,33,7_11,15_18,108.7,98.3,16.8,18.4,51.2,50.6,33.5,35,32.7,30.2
South Carolina,32,7_11,17_16,104.7,94.8,19.7,21,43.5,48.7,33.8,33.5,42.8,43.1
Northwestern,31,6_12,15_17,109,99,17.8,19,47.1,48.9,35.4,36.2,29.1,37
Oregon,36,10_8,23_13,110,100,17.1,19,53.1,48.4,35.7,35.6,31.7,36.3
"St. Bonaventure   11 seed, R64",34,14_4,26_8,109.6,99.7,16.3,20.4,48.5,49.7,38.6,32,40.5,38.4
South Dakota,31,11_3,26_9,108.3,98.6,15.7,19.9,51.9,47.1,35,33.7,35.7,29.7
"Murray St.   12 seed, R64",30,16_2,26_6,110.6,100.8,17.6,18,54.4,47.6,37.2,30.9,37.3,30.5
Boston College,35,7_11,19_16,112.6,102.8,18.2,17.6,51.1,50.1,35.9,36.1,30.7,27.1
Stanford,35,11_7,19_16,107.6,98.5,20.6,15.9,50.3,47.9,36.9,35.1,41.6,29.2
Illinois,31,4_14,14_18,110.7,101.7,18.8,23.2,49.8,54.1,33.2,34.5,33.1,47.9
Iowa St.,31,4_14,13_18,110.2,101.3,17,16.4,47.9,51,35.8,33.9,29.8,26.5
Wake Forest,31,4_14,11_20,110.4,101.6,18.8,17.5,47.4,48.1,37.4,37.7,31.9,39
BYU,35,11_7,24_11,106.7,98.2,16.8,18.5,55.3,51.9,34.7,33.6,37.6,28.4
Belmont,33,15_3,24_9,112.3,103.4,18.1,16.9,61.7,48.1,37.6,33.5,27.9,26.8
"UNC Greensboro   13 seed, R64",32,15_3,27_8,103.4,95.2,19.8,21.4,51.1,47.3,35,31.9,26,39.2
Iowa,33,4_14,14_19,116.1,106.9,18.7,15.5,53.3,51.2,37.5,37.6,35.4,28.1
"Montana   14 seed, R64",32,16_2,26_8,106.7,98.4,17.4,21.2,51.4,46.3,33.7,35.2,38.3,41.4
Vanderbilt,32,6_12,12_20,114.7,105.9,17.7,14.7,50.8,50.7,35.3,37.4,36.2,36.5
Temple,33,8_10,17_16,107.4,99.3,15.9,18.7,47.2,50.5,35,32.4,25.6,31.5
DePaul,31,4_14,11_20,103.8,96,19.4,20.2,48.5,49.2,31,37.1,29.4,32.3
Northern Kentucky,30,15_3,22_10,106.2,98.3,17.6,19.2,55.7,46.7,34,31.8,31,31.7
SMU,33,6_12,17_16,107.6,99.8,18,21.7,48.7,48.6,37.9,33.8,30.5,30.6
Furman,31,13_5,23_10,108.1,100.8,16.5,20.6,56.8,51.4,35.3,32,28.2,29.9
"Georgia St.   15 seed, R64",33,12_6,24_11,108.8,101.5,16.7,20.6,50.9,44,38.7,33.8,30.9,38.6
Washington,34,10_8,21_13,105.9,98.8,18.6,21.1,51.6,50.9,34.6,33.4,36.7,34.4
Tulsa,31,12_6,19_12,108.5,101.4,18.6,17.9,49.7,47.9,34.7,34.4,41.6,25.3
"Stephen F. Austin   14 seed, R64",31,14_4,28_7,103.8,97.1,20.7,25.9,51.7,47.4,37.4,35.6,40.5,50.3
Utah Valley,31,10_4,23_11,109,102,19.8,17.5,51.9,47.4,38.9,32.9,39.1,28.5
New Mexico,33,12_6,19_15,113.2,106.1,16.8,22,51.4,53.7,37.1,38.1,34.6,39.9
"Bucknell   14 seed, R64",35,16_2,25_10,108,101.3,17,17,55,47,34.8,33.1,42.6,34.5
Vermont,34,15_1,27_8,110.7,103.8,16.9,16.8,53.8,49.9,39.9,34.6,41.8,25
Northern Colorado,35,11_7,26_12,106.7,100.2,16.7,17.3,54,48.7,35.5,32.8,33.7,36.7
Northern Iowa,30,7_11,16_16,103.6,97.3,17.5,17,47.3,46.4,33.5,37,31.3,25.6
Oregon St.,32,7_11,16_16,107.4,100.9,19.4,18.6,53.3,48.1,32.9,34.8,38.7,38.2
Northeastern,32,14_4,23_10,106.1,99.8,19.8,17.9,57.6,51.1,37.3,30,35.1,33
Minnesota,32,4_14,15_17,108.3,101.8,15.5,16,47.1,47.3,34.6,37.5,35.1,27.1
Mississippi,32,5_13,12_20,110.4,103.9,15.9,17.3,48.7,48.1,31.9,37.8,33.8,36.9
East Tennessee St.,32,14_4,25_9,103.5,97.5,19.7,20.6,54.8,46.4,34.7,32,33.1,33.4
"Penn   16 seed, R64",32,12_2,24_9,103.6,97.6,16.6,17,53.3,48,34.8,30,33.4,31.8
UNLV,33,8_10,20_13,110.4,104.1,19.1,15.5,54.8,46.7,33.4,35.2,43.4,26.2
"Marshall   13 seed, R32",35,12_6,25_11,108.8,102.5,17.2,18.4,55.5,48.7,35.9,35,33.1,28.9
Colorado,32,8_10,17_15,104.8,99,20,15.1,48.8,46.6,35.8,35.7,33.3,34
Grand Canyon,33,9_5,22_12,101.9,96.5,18.8,21.5,49.2,45.6,31.7,27.5,39.1,39.2
UAB,31,10_8,20_13,108,102.5,19,17.6,55.9,49.1,34.8,35,28.3,26.8
Georgia Tech,32,6_12,13_19,103.4,98.5,19.2,18.9,46.6,45.4,31.8,37.9,34.8,31.8
San Diego,33,9_9,20_14,104.1,99.3,19.6,17.8,51.7,46.4,36.6,30.7,39.3,41.9
Saint Joseph's,32,10_8,16_16,104.5,99.9,13.9,16.2,47.7,48.9,33.7,33.7,34.6,24.6
Missouri St.,32,7_11,18_15,108.3,103.6,17.4,14.8,49.4,46,32.9,33.5,27.3,30.4
Toledo,33,13_5,23_11,113.2,108.3,16.6,13.4,51.4,48.5,40.6,34.4,37.1,26.4
UCF,32,9_9,19_13,97.4,93.5,20.7,18.9,47.1,43.7,32.9,33.1,43.1,26.2
Bradley,32,9_9,20_13,103.9,99.7,20,20.3,46.6,46.2,35.6,33.3,37.8,35.6
Eastern Washington,33,13_5,20_15,107.4,103.3,16.8,16.9,52,49.6,37.9,35.8,28,35.4
UC Santa Barbara,30,11_5,23_9,110.2,106.2,14.9,16.6,50.5,48.9,38.3,34.4,32,29.5
Wyoming,32,10_8,20_13,104.6,101.2,17.6,19.1,52.7,48.6,34.2,37,41.2,37.8
Rutgers,33,3_15,15_19,98.1,95,17.2,20.5,43.4,47.6,29.6,32.5,30.5,30.8
UT Arlington,33,10_8,21_13,104.7,101.5,20.1,19.3,51,47.9,36.5,33.9,34.8,34.7
Harvard,31,12_2,18_14,100.8,97.8,20.5,18.4,48.5,47.7,35.4,34.1,27.6,35.2
La Salle,32,7_11,13_19,104.6,101.6,16.5,17.5,48.8,48.8,32.9,38.1,31,33.8
VCU,33,9_9,18_15,105.5,102.7,18.7,17.8,52.4,50.9,35.2,35.1,28.1,29.4
North Texas,36,8_10,20_18,105.5,102.8,18.7,17.3,50,49.1,35.4,31.9,33.6,38.8
Florida Gulf Coast,32,12_2,23_12,105.8,103.2,19.5,18.9,54.9,49.2,37.3,34,33.4,35.1
UC Davis,31,12_4,22_11,103.2,100.8,18.6,21.9,50.7,49.2,36.6,33,38.5,36.5
"College of Charleston   13 seed, R64",32,14_4,26_8,106.8,104.3,15.1,17.8,52,48.7,35.9,34.6,36.6,32.1
Evansville,30,7_11,17_15,97.6,95.4,20.9,20.9,44.5,48.5,39.8,34.4,34.6,32.9
"Wright St.   14 seed, R64",33,14_4,25_10,99.4,97.2,18.6,21,47.7,45.8,33.5,34.7,35.3,29.9
Utah St.,33,8_10,17_17,106.1,103.8,18.8,17.6,52.5,50.7,36,36,33.2,33.3
Eastern Michigan,31,11_7,22_13,101.3,99.1,18.7,20.1,52,44.6,33.6,34.6,29.2,31.6
UC Irvine,33,11_5,18_17,99.4,97.3,20.5,14.8,47.5,42.9,33,32.8,28.2,41.2
Saint Louis,32,9_9,17_16,101.3,99.3,19.5,18.3,46.6,47.7,32,34.8,45.8,35.1
Illinois St.,32,10_8,18_15,104.4,102.5,18.9,18.1,49.4,50.3,33.6,31.3,33.8,38.3
Louisiana Tech,31,7_11,17_16,106.2,104.3,17.9,18.2,48.2,48.6,36.7,36.4,36.5,32.1
Indiana St.,29,8_10,13_18,103.2,101.4,20.1,19.8,46.5,50.1,35.9,35.7,34.1,42.1
Drake,33,10_8,17_17,105.6,103.8,17.2,16.9,48.4,52.3,35.6,33.6,32.3,24.5
San Francisco,38,9_9,22_17,101.8,100.1,17.4,17,48.4,48.5,33.8,33.3,29.3,36.9
Southern Illinois,32,11_7,20_13,104.4,102.8,18.7,19.9,51.5,50.9,35.7,33.3,32.4,34.1
Memphis,34,10_8,21_13,107.6,106,20.4,18.9,52.3,47.6,31.7,37,43.6,32.4
Canisius,33,15_3,21_12,105.9,104.4,18.7,21.6,55.9,51.7,34.8,32.1,29.9,37.2
Dayton,31,8_10,14_17,108.3,106.8,20.2,18.4,59.5,52.5,33.7,38.3,31.8,29.2
"Lipscomb   15 seed, R64",30,10_4,23_10,103.2,101.8,20,19.9,53.2,52.8,32.7,33.8,40.6,38.4
Albany,31,10_6,22_10,106.1,104.8,17.5,17,48.7,51.6,36.8,32.6,37,27.1
Idaho,29,14_4,22_9,107.9,106.6,19.4,16.1,50.3,48.1,41.1,35.2,30.4,30.2
"Iona   15 seed, R64",34,11_7,20_14,108.8,107.6,16,18.8,51.5,51.7,38.3,35.8,30.2,28.6
Rider,32,15_3,22_10,107.8,106.8,17.6,20.5,52,50.5,35.8,37.1,42.1,36.8
UTSA,32,11_7,20_15,104,103.2,17.1,16.3,49.3,47.8,35.5,34.7,29.6,41.6
Georgia Southern,31,11_7,21_12,104.8,104,16.1,20.3,48.4,50.4,33.6,32.4,38.2,35.2
Jacksonville St.,35,11_7,23_13,100.7,99.9,19.2,19.3,51.3,47.3,31.8,33.3,30.4,32.4
Hofstra,30,12_6,19_12,110,109.4,15.6,16.3,51.6,54.3,37.3,36,36.5,32.5
Mercer,32,11_7,19_15,111.1,110.5,18.8,16.5,52.7,52.5,37.8,35.8,35.7,33.6
Wofford,31,11_7,21_13,108,107.8,18.2,18.7,50.9,52.4,40.2,36.4,28.5,34
Valparaiso,30,6_12,15_17,101.5,101.5,21.2,19.5,50.5,48.6,34.1,32.2,36.7,44.1
Central Michigan,33,7_11,21_15,109.5,109.4,17,17.9,50.5,53.1,34.4,34.5,33.7,27.2
"UMBC   16 seed, R32",33,12_4,25_11,102.1,102.2,17.2,20.7,48.1,51,38.2,35,30.2,30.8
George Washington,33,7_11,15_18,103.9,104.1,19.2,17.1,50.2,50.3,32.1,35.7,28.9,28.1
Portland St.,31,9_9,20_14,106.8,107,16.5,22,48.9,54,33.2,38,33.3,43.3
Oakland,33,10_8,19_14,105.7,106.2,18.1,16.9,51.4,48.5,35.2,37.3,35.5,27.8
William & Mary,29,11_7,19_12,114,114.8,17.2,14.4,56.6,57.2,42.2,37.4,33.4,32.4
Ball St.,31,10_8,19_13,102,102.7,18.4,16.7,51.7,46.3,33.9,36.6,33.2,30
Weber St.,28,13_5,20_11,105.4,106.1,17.5,15.9,52.5,49.2,41,34.7,35.1,31.8
Tulane,31,5_13,14_17,105.4,106.2,18.8,17.2,50.9,49.8,35,34.5,34.5,34.6
"Cal St. Fullerton   15 seed, R64",30,10_6,20_12,101.6,102.5,20.7,18.2,52,45,33.8,36.4,45.6,35.2
Pacific,31,9_9,14_18,105.2,106.1,17.2,18.3,48.4,51.7,32.6,36.6,40.5,35.2
Richmond,32,9_9,12_20,107.1,108,16.9,19,53.2,55.3,33.4,37.2,29.7,31.4
Seattle,31,8_6,20_14,103.7,104.6,19.6,15.5,47.4,44.8,37.2,34.5,34.5,41
Austin Peay,32,12_6,19_15,104.7,105.6,19.8,22.1,49,53,34.8,37.1,35.9,39.9
Princeton,28,5_9,13_16,104.9,106.1,16.4,16.6,52.1,51.2,37.3,35.9,26.2,32.5
Troy,31,9_9,16_17,104.7,105.9,18,16.6,52.1,49.7,33.7,34,33.6,31.6
Ohio,30,7_11,14_17,99.9,101,18,18.1,48.4,50.7,37.2,32.4,30.9,30.1
Fort Wayne,29,7_7,18_15,106.9,108.2,15.7,19.9,51.3,53.4,36.6,36.4,31.6,29.7
Towson,30,8_10,18_14,104,105.5,18.2,18.7,51.1,49.4,35.3,35,35.4,39.3
UNC Asheville,32,13_5,21_13,105.1,106.7,19.4,18.5,52,52.4,39.4,35.1,31.3,33.9
"Radford   16 seed, R64",34,12_6,23_13,101.3,102.8,18.7,20.2,47.1,48.9,35,34.6,31.2,31.7
Connecticut,32,7_11,14_18,104.1,105.8,18.5,18.3,46.6,48.5,32.6,36.4,32.4,33.9
North Dakota St.,29,5_9,15_17,103.3,104.9,18.4,14.4,52.5,47.8,36.8,35.3,30.4,33.5
Monmouth,31,7_11,11_20,102.7,104.3,20.9,18.3,49.3,49.9,38.9,35.4,44.1,41.6
Winthrop,28,12_6,19_12,104.8,106.6,19.7,18.6,54.8,48.1,36.5,34.9,35.9,32.1
Illinois Chicago,34,12_6,20_16,100.2,102,20.8,17.2,49.8,45.8,34.9,32.3,35.3,34.2
Miami OH,32,8_10,16_18,100,101.9,19.3,18.1,50,51.9,33.5,33.7,27,28.5
Liberty,34,9_9,22_15,102.8,104.7,18.2,18.2,51.1,47.3,36.8,37.5,33.7,34.4
Washington St.,31,4_14,12_19,107.5,109.5,19.4,16.4,51.7,54.2,37.7,34.9,24.7,28.5
Duquesne,32,7_11,16_16,104.8,106.8,17.6,18.4,47.8,51,35,33.5,35.4,36.4
Nicholls St.,28,15_3,21_11,101.8,103.8,20.4,21.1,51.6,49.7,34.8,34.1,37.3,45.2
Southeastern Louisiana,31,15_3,22_12,102.7,104.8,19.6,20.3,50.9,48.4,34.4,34.6,35.3,29
Hawaii,28,8_8,17_13,99.1,101.4,19.5,19.9,50.9,50.1,32.5,33.1,40.8,38.7
Western Michigan,30,9_9,17_15,105.3,108,15.6,19.7,48,52.5,34.5,37.6,34.1,33.7
Yale,30,9_5,16_15,102.5,105.2,18.8,17.7,55.3,53.4,32.8,33.7,31,33.8
Wagner,31,14_4,23_10,101.8,104.6,19.7,20.4,47,45.8,36,36.2,34.2,46.7
Long Beach St.,31,9_7,15_18,104.6,107.5,20.7,18.7,48.4,52.5,35.1,37.5,40.3,28.6
Massachusetts,33,5_13,13_20,106.4,109.6,18.6,16.5,47.9,51.2,40,34.7,25.1,33.2
Southern Miss,30,7_11,16_18,104.7,107.9,14.6,19.8,49.8,55.1,34.1,38.1,28.3,32.9
Denver,28,8_6,15_15,102,105.2,21.8,15.7,49.2,52,39.5,33.5,32.8,37
Milwaukee,31,8_10,16_17,99.2,102.5,18.1,18,50.9,46.5,33.9,37.4,27.7,27.4
Colgate,32,12_6,19_14,104.5,107.9,16.4,19.4,49,51.8,36.3,36.7,29,29.4
Appalachian St.,31,9_9,15_18,102.5,106.3,18.9,17.2,49.9,48.7,33.3,37.9,36.8,36.6
Idaho St.,28,9_9,14_16,104.2,108.1,18.5,16.7,52.4,53.1,39.4,34.3,34.5,31
FIU,29,8_10,14_18,98.6,102.4,15.6,19.8,47.2,50.6,31.3,33.7,36.5,34.8
Lamar,29,11_7,19_14,101.1,105.1,17.9,21.9,46.7,51.3,34.4,35,36.3,38.3
Kent St.,33,9_9,17_17,101.7,105.8,18.7,18,48.8,51.2,32.4,33.9,32.5,33.4
George Mason,33,9_9,16_17,101.4,105.6,18.2,16.1,49.1,51.5,32.6,35.3,31.8,30.8
Coastal Carolina,29,8_10,14_18,101,105.2,22,18,48.4,47.4,33.3,34.9,38.8,40.2
Texas St.,31,7_11,15_18,99.7,104.2,20.9,19.4,48.4,53.1,33.1,33,36.3,30
Louisiana Monroe,29,9_9,16_16,100.1,104.6,17.8,18.6,47,50.2,35.6,35.3,24.3,30.7
South Alabama,30,7_11,14_18,96.8,101.2,20.9,18.4,48.3,47.9,32.3,30.9,37.7,38
Fairfield,33,9_9,17_16,101,105.6,17.4,18.8,51.8,49,33.9,39.3,30.9,36.8
Columbia,26,5_9,8_19,107.9,113,17.8,18.2,49.9,51.6,37.2,38.4,24.5,32
Tennessee St.,28,10_8,15_15,96.3,101,21.9,23.3,48.1,51.3,33.9,36.1,37.8,35.4
Colorado St.,31,4_14,11_21,102,107,18.8,17.4,46.4,53.7,33,35.8,33.8,35.9
Stony Brook,31,7_9,13_19,96.1,100.9,20,20.8,47.5,49.1,32.2,35.3,32,41.8
Akron,31,6_12,14_18,102.4,107.5,19.8,18.5,49.9,54.1,35.6,36.1,31.4,39.1
Sam Houston St.,32,12_6,21_15,101,106.1,18.8,20.1,47,53.1,33.7,33.3,34,37.6
Saint Peter's,32,6_12,14_18,94.5,99.3,19.6,21.3,48.1,47.8,33.7,32.9,27.3,42.3
Hartford,32,11_5,19_14,101.8,107,18.1,18.1,53.6,50.8,34.4,34.4,31.2,33.4
Campbell,31,10_8,18_16,104.9,110.3,17.2,17.3,52.6,51.8,38.1,34.8,34,32.5
Air Force,29,6_12,12_19,99.8,105,18.8,20.6,46.8,51.3,32.5,39.7,32,33.3
Pittsburgh,32,0_18,8_24,98.2,103.3,20.9,16.6,47.8,50.1,32.5,33.4,31.9,31.3
Tennessee Tech,31,10_8,19_14,97.4,102.6,19.8,20.3,47.5,51.6,34.5,33.4,37.7,36.6
Navy,31,11_7,20_12,97.6,102.8,21.3,21.3,50.2,51.8,32.3,36.8,36.2,34
Central Arkansas,34,10_8,18_17,104.2,109.8,18.3,19,50.7,49.4,35.6,36,36.1,37.9
Lehigh,29,11_7,16_14,105.2,111,17.4,16,47.7,53.1,40.6,34.3,25.8,30.7
Manhattan,31,9_9,14_17,98.5,104,22.7,21.5,46.8,49.1,40,34.5,37.6,41
Niagara,33,12_6,19_14,107.8,113.9,15,15.5,49.2,50.2,35.8,38,38,29.5
James Madison,31,6_12,10_22,100.7,106.4,16.5,18.5,46.7,50.9,33.5,37.2,34.1,42
St. Francis PA,29,12_6,18_13,104.1,110.2,16.5,18.6,51.2,53.8,37,35.5,33.5,23.4
NJIT,28,7_7,14_16,99.1,105,18.5,20.3,48.1,51.9,35.3,36.9,32.9,33.7
Bowling Green,30,7_11,16_16,101.4,107.4,17.6,16.8,45.1,51.2,34.3,36.3,36.6,32
Loyola Marymount,30,5_13,11_20,106.2,112.6,19.2,19.8,48.2,57.7,34.6,38.1,32.5,42.8
UNC Wilmington,30,7_11,11_21,104.3,110.6,17.3,15.6,47.4,54.8,34.5,39.6,31.1,36.9
Delaware,31,6_12,14_19,101.8,108,15.8,14.9,50.7,51.2,32.9,37,34.4,29.6
Cal St. Bakersfield,27,5_9,12_18,96.6,102.5,20.7,19.2,47.5,48.5,29.8,35.5,34.7,44.7
California,31,2_16,8_24,97.1,103.2,20.8,19.7,45.1,51.6,28.6,39.4,38.1,38.4
UTEP,30,6_12,11_20,96.8,103,17.8,17.4,49,48.8,33.1,35.3,30.9,36.4
Mount St. Mary's,30,12_6,18_14,102.8,109.5,16.2,20.2,52.3,51.6,37.3,34.6,29.1,27.3
